snapshot_date,mpn,source,status,http_status,match_type,matched_mpn,lead_time_weeks,detail,collected_at
2026-08-15,ESP8266EX,digikey,ok,200.0,exact,ESP8266EX,6.0,,2026-08-15T20:21:43+00:00
2026-08-15,113991114,digikey,ok,200.0,exact,113991114,4.0,,2026-08-15T20:21:47+00:00
2026-08-15,113991115,digikey,ok,200.0,exact,113991115,4.0,,2026-08-15T20:21:48+00:00
2026-08-15,DFR1063,digikey,ok,200.0,exact,DFR1063,7.0,,2026-08-15T20:21:50+00:00
2026-08-15,DFR1117,digikey,ok,200.0,exact,DFR1117,9.0,,2026-08-15T20:22:04+00:00
2026-08-15,MIKROE-2542,digikey,ok,200.0,exact,MIKROE-2542,4.0,,2026-08-15T20:22:08+00:00
2026-08-15,DFR1075,digikey,ok,200.0,exact,DFR1075,9.0,,2026-08-15T20:22:09+00:00
2026-08-15,GPY,digikey,ok,200.0,exact,GPY,14.0,,2026-08-15T20:22:10+00:00
2026-08-15,DFR0654,digikey,ok,200.0,exact,DFR0654,9.0,,2026-08-15T20:22:11+00:00
2026-08-15,DFR0868,digikey,ok,200.0,exact,DFR0868,9.0,,2026-08-15T20:22:13+00:00
2026-08-15,SIPY RCZ1 & RCZ3,digikey,ok,200.0,exact,SIPY RCZ1 & RCZ3,14.0,,2026-08-15T20:22:14+00:00
2026-08-15,DFR0654-F,digikey,ok,200.0,exact,DFR0654-F,9.0,,2026-08-15T20:22:15+00:00
2026-08-15,LOPY4,digikey,ok,200.0,exact,LOPY4,14.0,,2026-08-15T20:22:16+00:00
2026-08-15,FIPY,digikey,ok,200.0,exact,FIPY,14.0,,2026-08-15T20:22:18+00:00
2026-08-15,SIPY RCZ2 & RCZ4,digikey,ok,200.0,exact,SIPY RCZ2 & RCZ4,14.0,,2026-08-15T20:22:19+00:00
2026-08-15,211201004,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:22:21+00:00
2026-08-15,WIPY 3.0,digikey,ok,200.0,exact,WIPY 3.0,14.0,,2026-08-15T20:22:22+00:00
2026-08-15,211201005,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:22:23+00:00
2026-08-15,LOPY,digikey,ok,200.0,exact,LOPY,3.0,,2026-08-15T20:22:24+00:00
2026-08-15,DFR0706-EN,digikey,ok,200.0,exact,DFR0706-EN,9.0,,2026-08-15T20:22:25+00:00
2026-08-15,DEMO56F8013-EE,digikey,ok,200.0,exact,DEMO56F8013-EE,15.0,,2026-08-15T20:22:26+00:00
2026-08-15,140G-G2C3-C25,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:22:27+00:00
2026-08-15,140G-G2C3-C32,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:22:29+00:00
2026-08-15,140G-G2C3-C50,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:22:30+00:00
2026-08-15,STM32F103ZET6TR,digikey,ok,200.0,exact,STM32F103ZET6TR,52.0,,2026-08-15T20:22:31+00:00
2026-08-15,STM32F103ZGT6,digikey,ok,200.0,exact,STM32F103ZGT6,52.0,,2026-08-15T20:22:32+00:00
2026-08-15,STM32F103ZEH6,digikey,ok,200.0,exact,STM32F103ZEH6,52.0,,2026-08-15T20:22:33+00:00
2026-08-15,STM32F103VET6TR,digikey,ok,200.0,exact,STM32F103VET6TR,52.0,,2026-08-15T20:22:34+00:00
2026-08-15,STM32F103ZET6,digikey,ok,200.0,exact,STM32F103ZET6,52.0,,2026-08-15T20:22:36+00:00
2026-08-15,STM32F103VCT6,digikey,ok,200.0,exact,STM32F103VCT6,52.0,,2026-08-15T20:22:37+00:00
2026-08-15,STM32F103RET6TR,digikey,ok,200.0,exact,STM32F103RET6TR,52.0,,2026-08-15T20:22:38+00:00
2026-08-15,STM32F103RET6,digikey,ok,200.0,exact,STM32F103RET6,52.0,,2026-08-15T20:22:39+00:00
2026-08-15,STM32F103VET6,digikey,ok,200.0,exact,STM32F103VET6,52.0,,2026-08-15T20:22:41+00:00
2026-08-15,STM32F103ZCT6,digikey,ok,200.0,exact,STM32F103ZCT6,52.0,,2026-08-15T20:22:42+00:00
2026-08-15,STM32F103RGT6,digikey,ok,200.0,exact,STM32F103RGT6,52.0,,2026-08-15T20:22:43+00:00
2026-08-15,STM32F103RCT6,digikey,ok,200.0,exact,STM32F103RCT6,52.0,,2026-08-15T20:22:45+00:00
2026-08-15,STM32F103C8T6,digikey,ok,200.0,exact,STM32F103C8T6,40.0,,2026-08-15T20:22:46+00:00
2026-08-15,STM32F103CBT6,digikey,ok,200.0,exact,STM32F103CBT6,40.0,,2026-08-15T20:22:47+00:00
2026-08-15,STM32F103VDT6,digikey,ok,200.0,exact,STM32F103VDT6,52.0,,2026-08-15T20:22:49+00:00
2026-08-15,STM32F103VFT6,digikey,ok,200.0,exact,STM32F103VFT6,52.0,,2026-08-15T20:22:50+00:00
2026-08-15,STM32F103VBT6,digikey,ok,200.0,exact,STM32F103VBT6,52.0,,2026-08-15T20:22:51+00:00
2026-08-15,STM32F103RDT6,digikey,ok,200.0,exact,STM32F103RDT6,52.0,,2026-08-15T20:22:52+00:00
2026-08-15,STM32F103R8T6,digikey,ok,200.0,exact,STM32F103R8T6,52.0,,2026-08-15T20:22:54+00:00
2026-08-15,STM32F103RBT6,digikey,ok,200.0,exact,STM32F103RBT6,52.0,,2026-08-15T20:22:55+00:00
2026-08-15,STM32F103VGT6TR,digikey,ok,200.0,exact,STM32F103VGT6TR,52.0,,2026-08-15T20:22:56+00:00
2026-08-15,STM32F103CBT6TR,digikey,ok,200.0,exact,STM32F103CBT6TR,40.0,,2026-08-15T20:22:58+00:00
2026-08-15,STM32F103ZFT6,digikey,ok,200.0,exact,STM32F103ZFT6,52.0,,2026-08-15T20:22:59+00:00
2026-08-15,STM32F103ZGH6,digikey,ok,200.0,exact,STM32F103ZGH6,52.0,,2026-08-15T20:23:00+00:00
2026-08-15,STM32F103RCT7,digikey,ok,200.0,exact,STM32F103RCT7,52.0,,2026-08-15T20:23:01+00:00
2026-08-15,STM32F103ZDT6,digikey,ok,200.0,exact,STM32F103ZDT6,52.0,,2026-08-15T20:23:03+00:00
2026-08-15,STM32F103CBT7,digikey,ok,200.0,exact,STM32F103CBT7,40.0,,2026-08-15T20:23:04+00:00
2026-08-15,STM32F103T8U6,digikey,ok,200.0,exact,STM32F103T8U6,40.0,,2026-08-15T20:23:05+00:00
2026-08-15,STM32F103RET7,digikey,ok,200.0,exact,STM32F103RET7,52.0,,2026-08-15T20:23:06+00:00
2026-08-15,STM32F103CBU6,digikey,ok,200.0,exact,STM32F103CBU6,40.0,,2026-08-15T20:23:07+00:00
2026-08-15,STM32F103TBU6,digikey,ok,200.0,exact,STM32F103TBU6,40.0,,2026-08-15T20:23:09+00:00
2026-08-15,STM32F103VEH6,digikey,ok,200.0,exact,STM32F103VEH6,52.0,,2026-08-15T20:23:10+00:00
2026-08-15,STM32F103C6T7A,digikey,ok,200.0,exact,STM32F103C6T7A,40.0,,2026-08-15T20:23:11+00:00
2026-08-15,STM32F103RGT6TR,digikey,ok,200.0,exact,STM32F103RGT6TR,52.0,,2026-08-15T20:23:12+00:00
2026-08-15,STM32F103RFT6,digikey,ok,200.0,exact,STM32F103RFT6,52.0,,2026-08-15T20:23:14+00:00
2026-08-15,STM32F103V8T6,digikey,ok,200.0,exact,STM32F103V8T6,52.0,,2026-08-15T20:23:15+00:00
2026-08-15,STM32F103C8T7,digikey,ok,200.0,exact,STM32F103C8T7,40.0,,2026-08-15T20:23:16+00:00
2026-08-15,STM32F103C4T6A,digikey,ok,200.0,exact,STM32F103C4T6A,40.0,,2026-08-15T20:23:18+00:00
2026-08-15,STM32F103VET7,digikey,ok,200.0,exact,STM32F103VET7,52.0,,2026-08-15T20:23:19+00:00
2026-08-15,STM32F103VGT6,digikey,ok,200.0,exact,STM32F103VGT6,52.0,,2026-08-15T20:23:20+00:00
2026-08-15,STM32F103C6T6A,digikey,ok,200.0,exact,STM32F103C6T6A,40.0,,2026-08-15T20:23:21+00:00
2026-08-15,STM32F103ZEH7,digikey,ok,200.0,exact,STM32F103ZEH7,52.0,,2026-08-15T20:23:23+00:00
2026-08-15,STM32F103RCT6TR,digikey,ok,200.0,exact,STM32F103RCT6TR,52.0,,2026-08-15T20:23:24+00:00
2026-08-15,STM32F103T8U7,digikey,ok,200.0,exact,STM32F103T8U7,40.0,,2026-08-15T20:23:25+00:00
2026-08-15,STM32F103ZGT6TR,digikey,ok,200.0,exact,STM32F103ZGT6TR,52.0,,2026-08-15T20:23:26+00:00
2026-08-15,STM32F103RBT6TR,digikey,ok,200.0,exact,STM32F103RBT6TR,52.0,,2026-08-15T20:23:28+00:00
2026-08-15,STM32F103T6U6A,digikey,ok,200.0,exact,STM32F103T6U6A,40.0,,2026-08-15T20:23:29+00:00
2026-08-15,STM32F103R8T7,digikey,ok,200.0,exact,STM32F103R8T7,52.0,,2026-08-15T20:23:30+00:00
2026-08-15,STM32F103VGT7,digikey,ok,200.0,exact,STM32F103VGT7,52.0,,2026-08-15T20:23:31+00:00
2026-08-15,STM32F103VCT6TR,digikey,ok,200.0,exact,STM32F103VCT6TR,52.0,,2026-08-15T20:23:33+00:00
2026-08-15,STM32F103C8T6TR,digikey,ok,200.0,exact,STM32F103C8T6TR,40.0,,2026-08-15T20:23:34+00:00
2026-08-15,STM32F103RCY6TR,digikey,ok,200.0,exact,STM32F103RCY6TR,52.0,,2026-08-15T20:23:35+00:00
2026-08-15,STM32F103VBT7,digikey,ok,200.0,exact,STM32F103VBT7,52.0,,2026-08-15T20:23:37+00:00
2026-08-15,STM32F103VEH7,digikey,ok,200.0,exact,STM32F103VEH7,52.0,,2026-08-15T20:23:38+00:00
2026-08-15,STM32F103REY6TR,digikey,ok,200.0,exact,STM32F103REY6TR,52.0,,2026-08-15T20:23:39+00:00
2026-08-15,STM32F103R8T6TR,digikey,ok,200.0,exact,STM32F103R8T6TR,52.0,,2026-08-15T20:23:40+00:00
2026-08-15,STM32F103VFT6TR,digikey,ok,200.0,exact,STM32F103VFT6TR,52.0,,2026-08-15T20:23:41+00:00
2026-08-15,STM32F103RFT6TR,digikey,ok,200.0,exact,STM32F103RFT6TR,52.0,,2026-08-15T20:23:43+00:00
2026-08-15,STM32F103V8H6,digikey,ok,200.0,exact,STM32F103V8H6,52.0,,2026-08-15T20:23:44+00:00
2026-08-15,STM32F103RBT7,digikey,ok,200.0,exact,STM32F103RBT7,52.0,,2026-08-15T20:23:45+00:00
2026-08-15,STM32F103VBH6,digikey,ok,200.0,exact,STM32F103VBH6,52.0,,2026-08-15T20:23:46+00:00
2026-08-15,STM32F103R6T6A,digikey,ok,200.0,exact,STM32F103R6T6A,52.0,,2026-08-15T20:23:47+00:00
2026-08-15,STM32F103VCH6,digikey,ok,200.0,exact,STM32F103VCH6,52.0,,2026-08-15T20:23:49+00:00
2026-08-15,STM32F103ZCT6TR,digikey,ok,200.0,exact,STM32F103ZCT6TR,52.0,,2026-08-15T20:23:50+00:00
2026-08-15,STM32F103ZCH6,digikey,ok,200.0,exact,STM32F103ZCH6,52.0,,2026-08-15T20:23:51+00:00
2026-08-15,STM32F103RBH6,digikey,ok,200.0,exact,STM32F103RBH6,52.0,,2026-08-15T20:23:52+00:00
2026-08-15,STM32F103VFT7,digikey,ok,200.0,exact,STM32F103VFT7,52.0,,2026-08-15T20:23:54+00:00
2026-08-15,STM32F103RDY6TR,digikey,ok,200.0,exact,STM32F103RDY6TR,52.0,,2026-08-15T20:23:55+00:00
2026-08-15,STM32F103VDT6TR,digikey,ok,200.0,exact,STM32F103VDT6TR,52.0,,2026-08-15T20:23:56+00:00
2026-08-15,STM32F103ZDH6,digikey,ok,200.0,exact,STM32F103ZDH6,52.0,,2026-08-15T20:23:57+00:00
2026-08-15,STM32F103T4U6A,digikey,ok,200.0,exact,STM32F103T4U6A,40.0,,2026-08-15T20:23:58+00:00
2026-08-15,STM32F103T8U7TR,digikey,ok,200.0,exact,STM32F103T8U7TR,40.0,,2026-08-15T20:24:00+00:00
2026-08-15,STM32F103RDT6TR,digikey,ok,200.0,exact,STM32F103RDT6TR,52.0,,2026-08-15T20:24:01+00:00
2026-08-15,STM32F103R4H6A,digikey,ok,200.0,exact,STM32F103R4H6A,52.0,,2026-08-15T20:24:02+00:00
2026-08-15,STM32F103C6U6A,digikey,ok,200.0,exact,STM32F103C6U6A,40.0,,2026-08-15T20:24:03+00:00
2026-08-15,STM32F103R6H6A,digikey,ok,200.0,exact,STM32F103R6H6A,52.0,,2026-08-15T20:24:04+00:00
2026-08-15,STM32F103VDT7,digikey,ok,200.0,exact,STM32F103VDT7,52.0,,2026-08-15T20:24:05+00:00
2026-08-15,STM32F103TBU7,digikey,ok,200.0,exact,STM32F103TBU7,40.0,,2026-08-15T20:24:07+00:00
2026-08-15,STM32F103ZFH6,digikey,ok,200.0,exact,STM32F103ZFH6,52.0,,2026-08-15T20:24:08+00:00
2026-08-15,STM32F103C6T6ATR,digikey,ok,200.0,exact,STM32F103C6T6ATR,40.0,,2026-08-15T20:24:09+00:00
2026-08-15,STM32F103R8H7,digikey,ok,200.0,exact,STM32F103R8H7,52.0,,2026-08-15T20:24:11+00:00
2026-08-15,STM32F103ZGH7,digikey,ok,200.0,exact,STM32F103ZGH7,52.0,,2026-08-15T20:24:12+00:00
2026-08-15,STM32F103T8U6TR,digikey,ok,200.0,exact,STM32F103T8U6TR,40.0,,2026-08-15T20:24:13+00:00
2026-08-15,STM32F103R8H6,digikey,ok,200.0,exact,STM32F103R8H6,52.0,,2026-08-15T20:24:14+00:00
2026-08-15,STM32F103VDH6,digikey,ok,200.0,exact,STM32F103VDH6,52.0,,2026-08-15T20:24:16+00:00
2026-08-15,STM32F103ZET7,digikey,ok,200.0,exact,STM32F103ZET7,52.0,,2026-08-15T20:24:17+00:00
2026-08-15,STM32F103R4T6A,digikey,ok,200.0,exact,STM32F103R4T6A,52.0,,2026-08-15T20:24:18+00:00
2026-08-15,STM32F103ZGH6TR,digikey,ok,200.0,exact,STM32F103ZGH6TR,52.0,,2026-08-15T20:24:19+00:00
2026-08-15,STM32F103R6T7A,digikey,ok,200.0,exact,STM32F103R6T7A,52.0,,2026-08-15T20:24:21+00:00
2026-08-15,STM32F103VBH7,digikey,ok,200.0,exact,STM32F103VBH7,52.0,,2026-08-15T20:24:22+00:00
2026-08-15,STM32F103VBT6TR,digikey,ok,200.0,exact,STM32F103VBT6TR,52.0,,2026-08-15T20:24:23+00:00
2026-08-15,STM32F103ZCT7,digikey,ok,200.0,exact,STM32F103ZCT7,52.0,,2026-08-15T20:24:24+00:00
2026-08-15,STM32F103RBT7TR,digikey,ok,200.0,exact,STM32F103RBT7TR,52.0,,2026-08-15T20:24:26+00:00
2026-08-15,STM32F103RBH7,digikey,ok,200.0,exact,STM32F103RBH7,52.0,,2026-08-15T20:24:27+00:00
2026-08-15,STM32F103CBT7TR,digikey,ok,200.0,exact,STM32F103CBT7TR,40.0,,2026-08-15T20:24:28+00:00
2026-08-15,STM32F103ZDH6TR,digikey,ok,200.0,exact,STM32F103ZDH6TR,52.0,,2026-08-15T20:24:29+00:00
2026-08-15,STM32F103RGT7,digikey,ok,200.0,exact,STM32F103RGT7,52.0,,2026-08-15T20:24:31+00:00
2026-08-15,STM32F103TBU6TR,digikey,ok,200.0,exact,STM32F103TBU6TR,40.0,,2026-08-15T20:24:32+00:00
2026-08-15,STM32F103VDH6TR,digikey,ok,200.0,exact,STM32F103VDH6TR,52.0,,2026-08-15T20:24:33+00:00
2026-08-15,STM32F103C8T7TR,digikey,ok,200.0,exact,STM32F103C8T7TR,40.0,,2026-08-15T20:24:35+00:00
2026-08-15,ATMEGA328PB-MUR,digikey,ok,200.0,exact,ATMEGA328PB-MUR,33.0,,2026-08-15T20:24:36+00:00
2026-08-15,ATMEGA328PB-ANR,digikey,ok,200.0,exact,ATMEGA328PB-ANR,7.0,,2026-08-15T20:24:37+00:00
2026-08-15,ATMEGA328P-MMHR,digikey,ok,200.0,exact,ATMEGA328P-MMHR,28.0,,2026-08-15T20:24:38+00:00
2026-08-15,ATMEGA328PB-AUR,digikey,ok,200.0,exact,ATMEGA328PB-AUR,20.0,,2026-08-15T20:24:39+00:00
2026-08-15,ATMEGA328P-ANR,digikey,ok,200.0,exact,ATMEGA328P-ANR,19.0,,2026-08-15T20:24:40+00:00
2026-08-15,ATMEGA328P-PU,digikey,ok,200.0,exact,ATMEGA328P-PU,32.0,,2026-08-15T20:24:42+00:00
2026-08-15,ATMEGA328PB-MN,digikey,ok,200.0,exact,ATMEGA328PB-MN,33.0,,2026-08-15T20:24:42+00:00
2026-08-15,ATMEGA328-PU,digikey,ok,200.0,exact,ATMEGA328-PU,19.0,,2026-08-15T20:24:44+00:00
2026-08-15,ATMEGA328P-MU,digikey,ok,200.0,exact,ATMEGA328P-MU,4.0,,2026-08-15T20:24:45+00:00
2026-08-15,ATMEGA328-AU,digikey,ok,200.0,exact,ATMEGA328-AU,19.0,,2026-08-15T20:24:46+00:00
2026-08-15,ATMEGA328PB-MU,digikey,ok,200.0,exact,ATMEGA328PB-MU,22.0,,2026-08-15T20:24:48+00:00
2026-08-15,ATMEGA328P-PN,digikey,ok,200.0,exact,ATMEGA328P-PN,19.0,,2026-08-15T20:24:49+00:00
2026-08-15,ATMEGA328P-AUR,digikey,ok,200.0,exact,ATMEGA328P-AUR,28.0,,2026-08-15T20:24:51+00:00
2026-08-15,ATMEGA328PB-AU,digikey,ok,200.0,exact,ATMEGA328PB-AU,20.0,,2026-08-15T20:24:52+00:00
2026-08-15,ATMEGA328P-AN,digikey,ok,200.0,exact,ATMEGA328P-AN,19.0,,2026-08-15T20:24:53+00:00
2026-08-15,ATMEGA328PB-AN,digikey,ok,200.0,exact,ATMEGA328PB-AN,21.0,,2026-08-15T20:24:55+00:00
2026-08-15,ATMEGA328P-AU,digikey,ok,200.0,exact,ATMEGA328P-AU,19.0,,2026-08-15T20:24:56+00:00
2026-08-15,2488,digikey,ok,200.0,exact,2488,10.0,,2026-08-15T20:24:58+00:00
2026-08-15,ATMEGA328P-MUR,digikey,ok,200.0,exact,ATMEGA328P-MUR,4.0,,2026-08-15T20:24:59+00:00
2026-08-15,ATMEGA328-MU,digikey,ok,200.0,exact,ATMEGA328-MU,21.0,,2026-08-15T20:25:00+00:00
2026-08-15,ATMEGA328P-MMH,digikey,ok,200.0,exact,ATMEGA328P-MMH,23.0,,2026-08-15T20:25:02+00:00
2026-08-15,ATMEGA328-AUR,digikey,ok,200.0,exact,ATMEGA328-AUR,19.0,,2026-08-15T20:25:03+00:00
2026-08-15,ATMEGA328-MUR,digikey,ok,200.0,exact,ATMEGA328-MUR,26.0,,2026-08-15T20:25:04+00:00
2026-08-15,ATMEGA328PB-MNR,digikey,ok,200.0,exact,ATMEGA328PB-MNR,33.0,,2026-08-15T20:25:06+00:00
2026-08-15,ATMEGA328P-XMINI,digikey,ok,200.0,exact,ATMEGA328P-XMINI,12.0,,2026-08-15T20:25:07+00:00
2026-08-15,ATMEGA328P-MN,digikey,ok,200.0,exact,ATMEGA328P-MN,30.0,,2026-08-15T20:25:08+00:00
2026-08-15,ATMEGA328-MMH,digikey,ok,200.0,exact,ATMEGA328-MMH,23.0,,2026-08-15T20:25:10+00:00
2026-08-15,ATMEGA328PB-XMINI,digikey,ok,200.0,exact,ATMEGA328PB-XMINI,12.0,,2026-08-15T20:25:11+00:00
2026-08-15,ATMEGA328-MMHR,digikey,ok,200.0,exact,ATMEGA328-MMHR,23.0,,2026-08-15T20:25:12+00:00
2026-08-15,ATMEGA328P-MNR,digikey,ok,200.0,exact,ATMEGA328P-MNR,21.0,,2026-08-15T20:25:13+00:00
2026-08-15,ATMEGA328P-15AZ,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:15+00:00
2026-08-15,ATMEGA328PB-AUVAO,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:16+00:00
2026-08-15,2000,digikey,ok,200.0,exact,2000,3.0,,2026-08-15T20:25:17+00:00
2026-08-15,A000005,digikey,ok,200.0,exact,A000005,22.0,,2026-08-15T20:25:18+00:00
2026-08-15,A000073,digikey,ok,200.0,exact,A000073,22.0,,2026-08-15T20:25:20+00:00
2026-08-15,A000066,digikey,ok,200.0,exact,A000066,18.0,,2026-08-15T20:25:21+00:00
2026-08-15,ATMEGA328P-W-NG,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:22+00:00
2026-08-15,K000007,digikey,ok,200.0,exact,K000007,9.0,,2026-08-15T20:25:23+00:00
2026-08-15,ATMEGA328P-15MZ,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:26+00:00
2026-08-15,WPK501,digikey,no_lead_time,200.0,exact,WPK501,,"product found, ManufacturerLeadWeeks empty",2026-08-15T20:25:26+00:00
2026-08-15,ATMEGA328PB-ABTVAO,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:28+00:00
2026-08-15,ATMEGA328PB-AURVAO,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:29+00:00
2026-08-15,ATMEGA328PB-MBTVAO,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:29+00:00
2026-08-15,ATMEGA328PAU,digikey,ok,200.0,exact,ATMEGA328P-AU,19.0,,2026-08-15T20:25:30+00:00
2026-08-15,68,digikey,ok,200.0,exact,68,11.0,,2026-08-15T20:25:32+00:00
2026-08-15,DEV-10524,digikey,ok,200.0,contains,10524,12.0,,2026-08-15T20:25:33+00:00
2026-08-15,50,digikey,ok,200.0,exact,50,2.0,,2026-08-15T20:25:35+00:00
2026-08-15,ATMEGA328P-AURA0,digikey,ok,200.0,exact,ATMEGA328P-AURA0,52.0,,2026-08-15T20:25:36+00:00
2026-08-15,DEV-10914,digikey,ok,200.0,contains,10914,12.0,,2026-08-15T20:25:37+00:00
2026-08-15,DEV-10116,digikey,ok,200.0,contains,10116,12.0,,2026-08-15T20:25:39+00:00
2026-08-15,ATMEGA328,digikey,ok,200.0,contains,ATMEGA328PB-MU,22.0,,2026-08-15T20:25:40+00:00
2026-08-15,ATMEGA328P-20MU,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:41+00:00
2026-08-15,ATMEGA328PV10AU,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:42+00:00
2026-08-15,ATMEGA328P-AU SL044,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:25:43+00:00
2026-08-15,K010007,digikey,ok,200.0,exact,K010007,9.0,,2026-08-15T20:25:44+00:00
2026-08-15,PGM-09825,digikey,ok,200.0,contains,09825,12.0,,2026-08-15T20:25:45+00:00
2026-08-15,110990014,digikey,ok,200.0,exact,110990014,37.0,,2026-08-15T20:25:47+00:00
2026-08-15,102010000,digikey,ok,200.0,exact,102010000,40.0,,2026-08-15T20:25:48+00:00
2026-08-15,DEV-13955,digikey,ok,200.0,contains,13955,12.0,,2026-08-15T20:25:49+00:00
2026-08-15,SWG-19631,digikey,ok,200.0,contains,19631,12.0,,2026-08-15T20:25:50+00:00
2026-08-15,2648,digikey,ok,200.0,exact,2648,5.0,,2026-08-15T20:25:51+00:00
2026-08-15,DEV-13342,digikey,ok,200.0,contains,13342,12.0,,2026-08-15T20:25:53+00:00
2026-08-15,2590,digikey,ok,200.0,exact,2590,4.0,,2026-08-15T20:25:54+00:00
2026-08-15,DEV-13712,digikey,ok,200.0,contains,13712,12.0,,2026-08-15T20:25:56+00:00
2026-08-15,DC2026C-KIT,digikey,ok,200.0,exact,DC2026C-KIT,10.0,,2026-08-15T20:25:57+00:00
2026-08-15,102990824,digikey,ok,200.0,exact,102990824,41.0,,2026-08-15T20:25:58+00:00
2026-08-15,DFR0004,digikey,ok,200.0,exact,DFR0004,9.0,,2026-08-15T20:25:59+00:00
2026-08-15,102010070,digikey,ok,200.0,exact,102010070,40.0,,2026-08-15T20:26:00+00:00
2026-08-15,1405,digikey,ok,200.0,exact,1405,18.0,,2026-08-15T20:26:01+00:00
2026-08-15,X000048,digikey,ok,200.0,exact,X000048,18.0,,2026-08-15T20:26:04+00:00
2026-08-15,102010019,digikey,ok,200.0,exact,102010019,5.0,,2026-08-15T20:26:07+00:00
2026-08-15,WPB100,digikey,no_lead_time,200.0,exact,WPB100,,"product found, ManufacturerLeadWeeks empty",2026-08-15T20:26:08+00:00
2026-08-15,WPB102,digikey,no_match,200.0,,,,catalog returned 0 products,2026-08-15T20:26:10+00:00
2026-08-15,MIKROE-672,digikey,ok,200.0,exact,MIKROE-672,4.0,,2026-08-15T20:26:11+00:00
2026-08-15,102010168,digikey,ok,200.0,exact,102010168,7.0,,2026-08-15T20:26:12+00:00
2026-08-15,DEV-13975,digikey,ok,200.0,contains,13975,12.0,,2026-08-15T20:26:13+00:00
2026-08-15,MIKROE-671,digikey,ok,200.0,exact,MIKROE-671,4.0,,2026-08-15T20:26:15+00:00
2026-08-15,MIKROE-1581,digikey,ok,200.0,exact,MIKROE-1581,4.0,,2026-08-15T20:26:16+00:00
2026-08-15,2010,digikey,ok,200.0,exact,2010,3.0,,2026-08-15T20:26:17+00:00
2026-08-15,DC2026B,digikey,ok,200.0,exact,DC2026B,16.0,,2026-08-15T20:26:19+00:00
2026-08-15,VM800P50A-BK,digikey,ok,200.0,exact,VM800P50A-BK,29.0,,2026-08-15T20:26:20+00:00
2026-08-15,DEV-15164,digikey,ok,200.0,contains,15164,12.0,,2026-08-15T20:26:21+00:00
2026-08-15,DEV-15123,digikey,ok,200.0,contains,15123,12.0,,2026-08-15T20:26:22+00:00
2026-08-15,WIG-11888,digikey,ok,200.0,contains,11888,12.0,,2026-08-15T20:26:23+00:00
2026-08-15,DEV-11113,digikey,ok,200.0,contains,11113,12.0,,2026-08-15T20:26:25+00:00
2026-08-15,NERO-NP1,digikey,ok,200.0,exact,NERO-NP1,29.0,,2026-08-15T20:26:26+00:00
2026-08-15,DFR0296,digikey,ok,200.0,exact,DFR0296,9.0,,2026-08-15T20:26:27+00:00
2026-08-15,DC2026B-KIT,digikey,ok,200.0,exact,DC2026B-KIT,16.0,,2026-08-15T20:26:28+00:00
2026-08-15,DC2026C,digikey,ok,200.0,exact,DC2026C,10.0,,2026-08-15T20:26:29+00:00
2026-08-15,DFR0162,digikey,ok,200.0,exact,DFR0162,9.0,,2026-08-15T20:26:30+00:00
2026-08-15,3046,digikey,ok,200.0,exact,3046,11.0,,2026-08-15T20:26:32+00:00
2026-08-15,2821,digikey,ok,200.0,exact,2821,3.0,,2026-08-15T20:26:33+00:00
2026-08-15,MOD-WIFI-ESP8266-DEV,digikey,ok,200.0,exact,MOD-WIFI-ESP8266-DEV,5.0,,2026-08-15T20:26:34+00:00
2026-08-15,ESP8266-EVB,digikey,ok,200.0,exact,ESP8266-EVB,5.0,,2026-08-15T20:26:36+00:00
2026-08-15,ESP8266-DEVKITS,digikey,ok,200.0,exact,ESP8266-DEVKITS,8.0,,2026-08-15T20:26:38+00:00
2026-08-15,ESP8266-DEVKITC-02U-F,digikey,ok,200.0,exact,ESP8266-DEVKITC-02U-F,8.0,,2026-08-15T20:26:39+00:00
2026-08-15,MOD-WIFI-ESP8266,digikey,ok,200.0,exact,MOD-WIFI-ESP8266,5.0,,2026-08-15T20:26:41+00:00
2026-08-15,3619,digikey,no_lead_time,200.0,exact,3619,,"product found, ManufacturerLeadWeeks empty",2026-08-15T20:26:42+00:00
2026-08-15,3591,digikey,ok,200.0,exact,3591,4.0,,2026-08-15T20:26:43+00:00
2026-08-15,2680,digikey,no_lead_time,200.0,exact,2680,,"product found, ManufacturerLeadWeeks empty",2026-08-15T20:26:45+00:00
